Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
12525.0,134,3,973.73,2,3,3,233,At Risk,0
12527.0,130,2,386.8,2,2,2,222,At Risk,0
12529.0,164,1,316.48,2,1,2,212,At Risk,1
12530.0,51,5,2096.98,3,4,4,344,Regular Customers,0
12531.0,322,1,1807.98,1,1,4,114,At Risk,1
12533.0,263,2,1367.89,1,2,4,124,At Risk,1
12537.0,44,1,732.94,3,1,3,313,Regular Customers,0
12538.0,14,1,276.5,5,1,2,512,Loyal Customers,0
12539.0,86,3,5646.400000000001,2,3,5,235,At Risk,0
12540.0,14,16,8854.25,5,5,5,555,Champions,0
12542.0,120,2,481.88,2,2,2,222,At Risk,0
12543.0,84,1,980.25,2,1,3,213,At Risk,0
12547.0,136,1,175.78,2,1,1,211,At Risk,0
12549.0,211,6,1575.68,1,4,4,144,At Risk,1
12553.0,21,2,916.47,4,2,3,423,Loyal Customers,0
12554.0,84,1,468.5,2,1,2,212,At Risk,0
12555.0,318,1,129.23,1,1,1,111,At Risk,1
12557.0,7,4,6725.18,5,4,5,545,Loyal Customers,0
12562.0,21,2,1185.18,4,2,4,424,Loyal Customers,0
12563.0,44,1,249.24,3,1,1,311,Regular Customers,0
12567.0,3,7,4308.58,5,5,5,555,Champions,0
12568.0,280,1,70.0,1,1,1,111,At Risk,1
12570.0,318,1,77.52,1,1,1,111,At Risk,1
12573.0,17,4,556.87,4,4,3,443,Loyal Customers,0
12575.0,93,2,622.82,2,2,3,223,At Risk,0
12576.0,28,3,826.89,4,3,3,433,Loyal Customers,0
12577.0,17,5,990.5,4,4,4,444,Loyal Customers,0
12578.0,21,2,1847.94,4,2,4,424,Loyal Customers,0
12580.0,212,1,637.2,1,1,3,113,At Risk,1
12582.0,58,2,1469.04,3,2,4,324,Regular Customers,0
12583.0,9,13,7166.06,5,5,5,555,Champions,0
12586.0,10,3,1865.73,5,3,4,534,Loyal Customers,0
12588.0,35,3,743.88,4,3,3,433,Loyal Customers,0
12589.0,57,6,4048.98,3,4,5,345,Regular Customers,0
12591.0,26,2,886.1,4,2,3,423,Loyal Customers,0
12592.0,155,3,2145.06,2,3,5,235,At Risk,1
12594.0,14,5,1751.89,5,4,4,544,Loyal Customers,0
12595.0,140,1,299.02,2,1,2,212,At Risk,1
12598.0,99,3,1511.01,2,3,4,234,At Risk,0
12599.0,17,6,1264.14,4,4,4,444,Loyal Customers,0
12600.0,7,12,2444.88,5,5,5,555,Champions,0
12601.0,40,1,104.2,3,1,1,311,Regular Customers,0
12605.0,12,4,1232.95,5,4,4,544,Loyal Customers,0
12606.0,318,1,21.0,1,1,1,111,At Risk,1
12608.0,40,1,415.79,3,1,2,312,Regular Customers,0
12609.0,10,6,2309.01,5,4,5,545,Loyal Customers,0
12613.0,24,5,3472.9900000000002,4,4,5,445,Loyal Customers,0
12615.0,49,4,3449.79,3,4,5,345,Regular Customers,0
12616.0,24,1,417.8,4,1,2,412,Loyal Customers,0
12619.0,196,1,140.14,1,1,1,111,At Risk,1
12621.0,1,16,11086.14,5,5,5,555,Champions,0
12623.0,52,6,3442.7400000000002,3,4,5,345,Regular Customers,0
12625.0,145,2,2481.06,2,2,5,225,At Risk,1
12629.0,21,2,1558.22,4,2,4,424,Loyal Customers,0
12631.0,92,5,2841.07,2,4,5,245,At Risk,0
12632.0,156,2,804.88,2,2,3,223,At Risk,1
12633.0,18,3,3514.18,4,3,5,435,Loyal Customers,0
12634.0,171,2,490.0,2,2,2,222,At Risk,1
12635.0,28,2,1241.23,4,2,4,424,Loyal Customers,0
12636.0,374,1,141.0,1,1,1,111,At Risk,1
12637.0,14,4,2280.91,5,4,5,545,Loyal Customers,0
12638.0,275,1,249.8,1,1,1,111,At Risk,1
12639.0,70,2,826.27,3,2,3,323,Regular Customers,0
12643.0,21,6,4960.18,4,4,5,445,Loyal Customers,0
12644.0,66,3,1440.58,3,3,4,334,Regular Customers,0
12645.0,45,4,1764.12,3,4,4,344,Regular Customers,0
12647.0,3,27,14201.53,5,5,5,555,Champions,3
12648.0,73,3,793.95,2,3,3,233,At Risk,0
12649.0,18,5,1671.14,4,4,4,444,Loyal Customers,0
12651.0,14,3,263.75,5,3,2,532,Loyal Customers,0
12652.0,70,1,97.05000000000001,3,1,1,311,Regular Customers,0
12653.0,162,1,1950.98,2,1,4,214,At Risk,1
12655.0,59,1,261.35,3,1,2,312,Regular Customers,0
12656.0,61,3,2356.66,3,3,5,335,Regular Customers,0
12661.0,72,1,162.0,2,1,1,211,At Risk,0
12662.0,9,10,3138.2400000000002,5,5,5,555,Champions,0
12663.0,260,2,239.4,1,2,1,121,At Risk,1
12664.0,150,2,1188.16,2,2,4,224,At Risk,1
12665.0,53,2,250.6,3,2,1,321,Regular Customers,0
12666.0,30,1,1248.42,4,1,4,414,Loyal Customers,0
12668.0,14,6,7575.88,5,4,5,545,Loyal Customers,0
12670.0,21,2,764.24,4,2,3,423,Loyal Customers,0
12671.0,242,1,2622.481,1,1,5,115,At Risk,1
12672.0,231,1,211.15,1,1,1,111,At Risk,1
12673.0,37,1,619.5,3,1,3,313,Regular Customers,0
12675.0,189,2,957.25,1,2,3,123,At Risk,1
12676.0,44,5,1511.7,3,4,4,344,Regular Customers,0
12677.0,191,2,395.1,1,2,2,122,At Risk,1
12678.0,11,9,16652.72,5,5,5,555,Champions,0
12681.0,3,24,17080.74,5,5,5,555,Champions,0
12682.0,1,23,11745.69,5,5,5,555,Champions,0
12683.0,1,8,4220.21,5,5,5,555,Champions,0
12686.0,7,1,89.14,5,1,1,511,Loyal Customers,0
12687.0,116,2,2138.91,2,2,4,224,At Risk,0
12691.0,56,1,134.6,3,1,1,311,Regular Customers,0
12692.0,273,1,110.95,1,1,1,111,At Risk,1
12693.0,32,3,847.11,4,3,3,433,Loyal Customers,0
12694.0,57,1,973.68,3,1,3,313,Regular Customers,0
12695.0,164,3,825.02,2,3,3,233,At Risk,1
12696.0,70,2,851.91,3,2,3,323,Regular Customers,0
12698.0,226,1,339.75,1,1,2,112,At Risk,1
12699.0,53,1,638.11,3,1,3,313,Regular Customers,0
12701.0,165,4,1648.7,2,4,4,244,At Risk,1
12703.0,269,3,722.98,1,3,3,133,At Risk,1
12705.0,19,5,4893.81,4,4,5,445,Loyal Customers,0
12708.0,4,9,2601.19,5,5,5,555,Champions,0
12709.0,2,20,21107.94,5,5,5,555,Champions,0
12711.0,247,2,1339.05,1,2,4,124,At Risk,1
12712.0,1,10,2797.53,5,5,5,555,Champions,0
12714.0,24,7,9384.85,4,5,5,455,Loyal Customers,0
12717.0,226,1,277.93,1,1,2,112,At Risk,1
12720.0,5,6,2478.94,5,4,5,545,Loyal Customers,0
12721.0,21,2,1356.95,4,2,4,424,Loyal Customers,0
12724.0,19,3,1286.11,4,3,4,434,Loyal Customers,0
12725.0,7,4,2266.76,5,4,5,545,Loyal Customers,0
12726.0,23,4,1405.5,4,4,4,444,Loyal Customers,0
12727.0,78,3,1698.8300000000002,2,3,4,234,At Risk,0
12728.0,19,1,233.84,4,1,1,411,Loyal Customers,0
12730.0,157,1,829.25,2,1,3,213,At Risk,1
12731.0,78,5,6879.8,2,4,5,245,At Risk,0
12733.0,25,3,2040.92,4,3,4,434,Loyal Customers,0
12734.0,10,2,529.25,5,2,3,523,Loyal Customers,0
12737.0,134,2,3710.5,2,2,5,225,At Risk,0
12738.0,8,1,155.35,5,1,1,511,Loyal Customers,0
12739.0,21,2,1713.69,4,2,4,424,Loyal Customers,0
12741.0,165,2,406.07,2,2,2,222,At Risk,1
12742.0,261,1,1201.52,1,1,4,114,At Risk,1
12744.0,95,4,4037.77,2,4,5,245,At Risk,0
12745.0,122,3,925.41,2,3,3,233,At Risk,0
12746.0,176,1,254.55,2,1,2,212,At Risk,1
12747.0,5,16,5061.03,5,5,5,555,Champions,0
12748.0,1,144,22457.9,5,5,5,555,Champions,3
12749.0,35,4,2806.48,4,4,5,445,Loyal Customers,0
12751.0,80,1,268.27,2,1,2,212,At Risk,0
12755.0,1,10,5218.71,5,5,5,555,Champions,0
12758.0,95,5,7111.650000000001,2,4,5,245,At Risk,0
12759.0,22,5,3489.3,4,4,5,445,Loyal Customers,0
12760.0,91,1,347.8,2,1,2,212,At Risk,0
12761.0,93,2,782.95,2,2,3,223,At Risk,0
12763.0,5,1,320.08,5,1,2,512,Loyal Customers,0
12765.0,108,6,1404.58,2,4,4,244,At Risk,0
12766.0,2,3,3078.65,5,3,5,535,Loyal Customers,0
12767.0,11,1,949.82,5,1,3,513,Loyal Customers,0
12768.0,86,1,168.69,2,1,1,211,At Risk,0
12770.0,92,1,1895.0,2,1,4,214,At Risk,0
12771.0,121,1,282.3,2,1,2,212,At Risk,0
12773.0,200,1,124.25,1,1,1,111,At Risk,1
12774.0,171,1,98.7,2,1,1,211,At Risk,1
12775.0,24,2,300.08000000000004,4,2,2,422,Loyal Customers,0
12776.0,303,1,55.5,1,1,1,111,At Risk,1
12777.0,93,1,519.45,2,1,3,213,At Risk,0
12778.0,32,3,953.4499999999999,4,3,3,433,Loyal Customers,0
12779.0,7,7,2740.91,5,5,5,555,Champions,0
12780.0,234,1,337.4,1,1,2,112,At Risk,1
12782.0,10,6,2287.32,5,4,5,545,Loyal Customers,0
12784.0,165,1,1230.33,2,1,4,214,At Risk,1
12785.0,171,2,788.45,2,2,3,223,At Risk,1
12786.0,245,1,728.5000000000001,1,1,3,113,At Risk,1
12787.0,49,1,398.52,3,1,2,312,Regular Customers,0
12788.0,99,4,444.90000000000003,2,4,2,242,At Risk,0
12789.0,148,2,181.5,2,2,1,221,At Risk,1
12790.0,46,1,266.93,3,1,2,312,Regular Customers,0
12791.0,9,6,863.51,5,4,3,543,Loyal Customers,0
12792.0,170,1,426.47,2,1,2,212,At Risk,1
12793.0,7,2,471.85,5,2,2,522,Loyal Customers,0
12796.0,264,1,381.0,1,1,2,112,At Risk,1
12797.0,1,2,552.08,5,2,3,523,Loyal Customers,0
12798.0,57,1,1533.89,3,1,4,314,Regular Customers,0
12799.0,165,1,219.35,2,1,1,211,At Risk,1
12800.0,106,3,584.25,2,3,3,233,At Risk,0
12801.0,136,1,1071.82,2,1,4,214,At Risk,0
12802.0,78,6,1988.84,2,4,4,244,At Risk,0
12803.0,29,1,1092.81,4,1,4,414,Loyal Customers,0
12804.0,101,2,325.37,2,2,2,222,At Risk,0
12805.0,17,4,1434.95,4,4,4,444,Loyal Customers,0
12806.0,71,4,2878.96,3,4,5,345,Regular Customers,0
12807.0,19,1,330.35,4,1,2,412,Loyal Customers,0
12808.0,4,3,422.45,5,3,2,532,Loyal Customers,0
12809.0,201,2,1266.63,1,2,4,124,At Risk,1
12810.0,170,2,534.99,2,2,3,223,At Risk,1
12811.0,14,2,519.0500000000001,5,2,3,523,Loyal Customers,0
12813.0,137,3,1687.8,2,3,4,234,At Risk,0
12817.0,35,2,524.94,4,2,3,423,Loyal Customers,0
12819.0,94,1,540.52,2,1,3,213,At Risk,0
12820.0,33,7,1747.18,4,5,4,454,Loyal Customers,0
12821.0,247,1,128.08,1,1,1,111,At Risk,1
12823.0,30,13,4742.0,4,5,5,455,Loyal Customers,0
12825.0,157,2,518.63,2,2,3,223,At Risk,1
12826.0,1,6,1481.03,5,4,4,544,Loyal Customers,0
12829.0,186,1,92.3,1,1,1,111,At Risk,1
12831.0,99,2,236.06,2,2,1,221,At Risk,0
12835.0,63,41,5996.83,3,5,5,355,Regular Customers,3
12836.0,25,11,3949.37,4,5,5,455,Loyal Customers,0
12837.0,205,1,528.5600000000001,1,1,3,113,At Risk,1
12838.0,9,9,2694.75,5,5,5,555,Champions,0
12839.0,3,13,4480.31,5,5,5,555,Champions,0
12840.0,73,3,1315.2,2,3,4,234,At Risk,0
12841.0,5,17,3472.61,5,5,5,555,Champions,0
12842.0,40,2,799.0,3,2,3,323,Regular Customers,0
12843.0,18,22,4881.1,4,5,5,455,Loyal Customers,0
12844.0,78,2,322.64,2,2,2,222,At Risk,0
12846.0,318,1,15.58,1,1,1,111,At Risk,1
12847.0,23,1,765.36,4,1,3,413,Loyal Customers,0
12848.0,311,1,208.0,1,1,1,111,At Risk,1
12849.0,17,4,2032.18,4,4,4,444,Loyal Customers,0
12850.0,81,1,330.0,2,1,2,212,At Risk,0
12851.0,113,1,148.95,2,1,1,211,At Risk,0
12853.0,63,5,1950.4,3,4,4,344,Regular Customers,0
12854.0,197,4,1654.72,1,4,4,144,At Risk,1
12855.0,8,4,612.84,5,4,3,543,Loyal Customers,0
12857.0,72,4,2581.6,2,4,5,245,At Risk,0
12858.0,19,1,147.27,4,1,1,411,Loyal Customers,0
12859.0,94,1,575.1,2,1,3,213,At Risk,0
12860.0,329,1,54.22,1,1,1,111,At Risk,1
12861.0,255,1,68.25,1,1,1,111,At Risk,1
12862.0,61,2,984.62,3,2,3,323,Regular Customers,0
12863.0,15,5,2271.35,5,4,5,545,Loyal Customers,0
12864.0,144,1,152.45,2,1,1,211,At Risk,1
12865.0,14,2,1755.24,5,2,4,524,Loyal Customers,0
12866.0,110,2,668.23,2,2,3,223,At Risk,0
12867.0,33,6,3819.92,4,4,5,445,Loyal Customers,0
12868.0,9,3,640.0,5,3,3,533,Loyal Customers,0
12869.0,317,1,337.66999999999996,1,1,2,112,At Risk,1
12870.0,11,3,1676.95,5,3,4,534,Loyal Customers,0
12871.0,75,1,363.38,2,1,2,212,At Risk,0
12872.0,1,11,3062.52,5,5,5,555,Champions,0
12873.0,33,2,1653.3,4,2,4,424,Loyal Customers,0
12874.0,21,2,948.42,4,2,3,423,Loyal Customers,0
12875.0,107,3,1013.7600000000001,2,3,4,234,At Risk,0
12876.0,30,2,1863.77,4,2,4,424,Loyal Customers,0
12877.0,37,8,1406.3700000000001,3,5,4,354,Regular Customers,0
12880.0,17,2,640.13,4,2,3,423,Loyal Customers,0
12887.0,19,1,222.4,4,1,1,411,Loyal Customers,0
12889.0,17,4,385.46000000000004,4,4,2,442,Loyal Customers,0
12890.0,23,1,329.3,4,1,2,412,Loyal Customers,0
12891.0,94,8,509.5,2,5,3,253,At Risk,0
12892.0,32,1,263.38,4,1,2,412,Loyal Customers,0
12894.0,211,1,157.35,1,1,1,111,At Risk,1
12897.0,17,2,297.75,4,2,2,422,Loyal Customers,0
12898.0,99,2,296.21,2,2,2,222,At Risk,0
12899.0,49,1,366.4,3,1,2,312,Regular Customers,0
12900.0,58,1,340.33000000000004,3,1,2,312,Regular Customers,0
12903.0,64,1,833.5300000000001,3,1,3,313,Regular Customers,0
12905.0,212,2,1018.42,1,2,4,124,At Risk,1
12907.0,31,2,508.91,4,2,3,423,Loyal Customers,0
12908.0,16,3,1026.0,4,3,4,434,Loyal Customers,0
12909.0,60,3,924.52,3,3,3,333,Regular Customers,0
12910.0,15,5,2721.48,5,4,5,545,Loyal Customers,0
12911.0,187,1,1651.72,1,1,4,114,At Risk,1
12913.0,4,9,4217.23,5,5,5,555,Champions,0
12914.0,36,1,223.98,4,1,1,411,Loyal Customers,0
12915.0,8,3,811.1,5,3,3,533,Loyal Customers,0
12916.0,78,3,1534.78,2,3,4,234,At Risk,0
12917.0,36,5,3765.2,4,4,5,445,Loyal Customers,0
12918.0,262,1,10953.5,1,1,5,115,At Risk,1
12920.0,207,3,323.86,1,3,2,132,At Risk,1
12921.0,2,39,19333.95,5,5,5,555,Champions,3
12923.0,26,2,597.6,4,2,3,423,Loyal Customers,0
12924.0,29,8,1535.7,4,5,4,454,Loyal Customers,0
12925.0,228,1,35.28,1,1,1,111,At Risk,1
12926.0,47,4,1523.97,3,4,4,344,Regular Customers,0
12927.0,30,1,197.31,4,1,1,411,Loyal Customers,0
12928.0,14,7,2242.19,5,5,5,555,Champions,0
12931.0,16,42,50291.38,4,5,5,455,Loyal Customers,3
12932.0,175,8,1698.56,2,5,4,254,At Risk,1
12933.0,16,5,1029.1,4,4,4,444,Loyal Customers,0
12934.0,372,1,181.65,1,1,1,111,At Risk,1
12935.0,11,8,2083.16,5,5,4,554,Loyal Customers,0
12937.0,99,5,1593.34,2,4,4,244,At Risk,0
12939.0,15,12,13683.0,5,5,5,555,Champions,0
12941.0,360,1,377.49,1,1,2,112,At Risk,1
12942.0,1,1,258.75,5,1,2,512,Loyal Customers,0
12943.0,194,2,496.5,1,2,2,122,At Risk,1
12945.0,292,1,437.16,1,1,2,112,At Risk,1
12946.0,72,1,324.45,2,1,2,212,At Risk,0
12947.0,9,1,304.04,5,1,2,512,Loyal Customers,0
12948.0,366,2,252.48,1,2,2,122,At Risk,1
12949.0,18,14,11359.48,4,5,5,455,Loyal Customers,0
12951.0,22,9,2149.65,4,5,5,455,Loyal Customers,0
12953.0,158,1,498.96,2,1,3,213,At Risk,1
12954.0,274,1,162.45,1,1,1,111,At Risk,1
12956.0,320,3,413.82,1,3,2,132,At Risk,1
12957.0,177,5,4689.43,1,4,5,145,At Risk,1
12958.0,36,2,467.34,4,2,2,422,Loyal Customers,0
12959.0,120,1,150.95,2,1,1,211,At Risk,0
12960.0,49,4,1322.0700000000002,3,4,4,344,Regular Customers,0
12961.0,15,1,211.99,5,1,1,511,Loyal Customers,0
12963.0,1,5,1744.96,5,4,4,544,Loyal Customers,0
12964.0,73,1,132.24,2,1,1,211,At Risk,0
12967.0,7,2,2646.02,5,2,5,525,Loyal Customers,0
12969.0,238,1,122.45,1,1,1,111,At Risk,1
12970.0,16,6,1048.13,4,4,4,444,Loyal Customers,0
12971.0,2,33,4782.88,5,5,5,555,Champions,3
12972.0,49,4,1161.2,3,4,4,344,Regular Customers,0
12973.0,49,1,385.55,3,1,2,312,Regular Customers,0
12974.0,201,1,264.15,1,1,2,112,At Risk,1
12975.0,72,6,2100.09,2,4,4,244,At Risk,0
12976.0,14,7,2417.78,5,5,5,555,Champions,0
12977.0,137,3,474.64,2,3,2,232,At Risk,0
12978.0,21,5,2502.82,4,4,5,445,Loyal Customers,0
12979.0,365,1,517.7,1,1,3,113,At Risk,1
12980.0,22,12,8870.880000000001,4,5,5,455,Loyal Customers,0
12982.0,30,7,2354.27,4,5,5,455,Loyal Customers,0
12983.0,234,1,490.08,1,1,2,112,At Risk,1
12986.0,64,10,2729.84,3,5,5,355,Regular Customers,0
12987.0,56,3,753.51,3,3,3,333,Regular Customers,0
12989.0,60,18,6627.64,3,5,5,355,Regular Customers,0
12990.0,53,4,546.0,3,4,3,343,Regular Customers,0
12991.0,25,1,261.06,4,1,2,412,Loyal Customers,0
12992.0,361,1,93.35,1,1,1,111,At Risk,1
12993.0,81,4,844.87,2,4,3,243,At Risk,0
12996.0,11,1,355.5,5,1,2,512,Loyal Customers,0
12997.0,30,4,884.02,4,4,3,443,Loyal Customers,0
12998.0,128,3,920.08,2,3,3,233,At Risk,0
13000.0,361,1,497.65,1,1,2,112,At Risk,1
13001.0,40,20,14256.68,3,5,5,355,Regular Customers,0
13002.0,52,2,293.18,3,2,2,322,Regular Customers,0
13004.0,22,18,5994.94,4,5,5,455,Loyal Customers,0
13005.0,67,2,485.98,3,2,2,322,Regular Customers,0
13007.0,215,1,175.25,1,1,1,111,At Risk,1
13008.0,33,2,382.66,4,2,2,422,Loyal Customers,0
13009.0,308,1,234.0,1,1,1,111,At Risk,1
13010.0,10,2,330.12,5,2,2,522,Loyal Customers,0
13011.0,8,1,50.550000000000004,5,1,1,511,Loyal Customers,0
13012.0,65,3,1310.99,3,3,4,334,Regular Customers,0
13013.0,7,18,7814.83,5,5,5,555,Champions,0
13014.0,68,1,1914.8,3,1,4,314,Regular Customers,0
13015.0,74,6,3240.14,2,4,5,245,At Risk,0
13018.0,49,7,2485.46,3,5,5,355,Regular Customers,0
13019.0,15,6,1229.95,5,4,4,544,Loyal Customers,0
13020.0,198,2,618.96,1,2,3,123,At Risk,1
13021.0,10,8,2270.86,5,5,5,555,Champions,0
13022.0,65,1,65.3,3,1,1,311,Regular Customers,0
13023.0,164,1,759.13,2,1,3,213,At Risk,1
13024.0,106,2,555.87,2,2,3,223,At Risk,0
13025.0,367,1,323.39,1,1,2,112,At Risk,1
13026.0,124,4,757.72,2,4,3,243,At Risk,0
13027.0,21,13,10327.2,4,5,5,455,Loyal Customers,0
13029.0,10,2,679.8,5,2,3,523,Loyal Customers,0
13030.0,4,1,402.36,5,1,2,512,Loyal Customers,0
13031.0,43,5,3292.84,3,4,5,345,Regular Customers,0
13032.0,28,7,1805.78,4,5,4,454,Loyal Customers,0
